id,xP
643,2.7
644,3.0
647,0.3
21,0.0
209,2.0
226,4.5
227,0.0
228,0.0
229,9.2
230,5.2
231,0.0
232,0.5
233,5.2
234,0.0
235,0.0
236,2.2
238,1.2
239,2.5
242,4.0
243,0.0
244,1.5
245,0.2
246,0.0
247,1.8
248,0.0
249,3.0
649,7.0
654,0.0
250,3.6
251,0.0
252,0.0
253,0.6
254,2.4
255,0.6
256,0.0
257,3.0
258,4.0
261,2.8
262,0.6
263,0.8
264,2.6
265,2.2
266,0.0
268,4.8
269,0.4
270,0.0
271,0.6
272,0.0
569,2.8
570,2.4
580,2.6
610,0.0
626,0.0
635,1.0
636,0.0
650,4.0
240,0.5
273,0.0
274,0.0
275,0.0
276,0.0
277,4.5
278,0.0
279,3.2
280,2.0
281,0.0
282,4.5
283,0.0
284,0.0
285,0.0
286,7.0
287,0.0
288,0.0
289,0.2
290,2.2
291,0.0
292,0.0
293,0.0
294,0.0
295,2.0
296,0.0
297,0.0
298,0.0
299,0.0
340,0.2
556,0.0
563,0.0
572,6.0
574,0.2
576,1.0
585,1.0
586,0.0
589,1.0
617,2.2
632,0.0
637,0.7
638,0.3
642,1.3
645,0.0
259,2.5
267,1.5
300,0.5
301,0.0
302,0.0
303,0.0
304,1.5
305,5.8
306,0.2
307,0.0
308,0.2
309,0.5
310,0.0
311,0.0
312,0.0
313,1.0
314,0.0
315,1.5
316,4.2
317,0.0
318,0.5
319,0.0
320,1.5
321,0.0
322,0.0
323,0.5
324,0.0
554,0.0
562,1.5
564,1.2
571,0.5
591,2.5
592,1.2
602,0.0
619,2.8
640,2.0
260,0.0
326,0.0
327,0.5
329,0.0
330,9.0
331,3.5
332,4.0
333,0.0
334,5.2
335,3.5
336,4.2
337,1.0
338,4.0
339,0.2
341,0.0
342,0.0
343,0.8
344,0.0
345,3.5
346,5.2
347,1.8
348,0.0
349,0.0
385,4.8
598,3.2
603,0.0
604,0.0
625,0.0
629,0.0
641,0.3
648,0.3
350,5.4
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,5.0
357,0.4
358,2.6
359,0.0
360,0.0
361,0.0
362,4.8
363,0.0
364,0.4
365,0.0
366,3.6
367,6.4
368,4.0
369,0.8
370,0.0
371,1.8
372,2.2
373,0.0
374,0.0
375,0.6
376,0.0
377,3.0
378,0.0
379,6.6
380,0.0
381,0.6
382,0.0
383,0.0
579,4.4
627,2.3
155,2.6
237,3.2
384,4.0
386,0.0
387,1.0
388,5.0
389,2.5
390,3.8
391,7.0
392,0.0
393,1.8
394,0.0
395,0.0
396,0.2
397,7.8
398,0.0
399,6.5
400,0.2
402,0.0
404,0.0
406,0.2
407,0.0
408,0.0
409,0.0
410,0.0
411,9.2
481,3.2
587,0.0
616,0.5
621,0.5
622,0.2
628,0.0
653,0.0
43,3.0
131,0.0
162,0.5
325,0.0
412,2.5
413,0.0
414,0.0
415,2.5
416,0.0
417,1.8
418,2.2
419,1.5
420,0.5
421,0.0
422,0.5
423,1.0
424,0.0
425,0.0
426,7.2
427,5.8
428,6.0
429,2.2
430,0.2
431,0.0
432,5.2
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,1.8
440,0.5
441,0.0
405,0.0
442,0.0
443,0.0
444,0.0
445,2.8
446,0.4
447,3.0
448,0.0
449,6.2
450,0.8
451,0.0
453,5.6
454,0.0
456,0.0
457,0.6
458,0.0
459,2.4
460,4.4
461,1.6
462,1.6
463,0.0
464,3.0
465,0.0
466,0.0
559,0.6
567,2.8
593,0.0
609,0.0
634,1.3
659,0.0
663,1.1
664,1.0
665,1.1
666,1.1
167,1.8
201,1.2
467,3.0
468,0.0
469,4.2
470,0.0
471,0.0
472,4.8
473,0.8
474,1.9
475,0.0
476,0.0
477,0.0
478,0.5
479,0.0
480,6.5
482,0.2
483,3.0
484,0.0
485,0.0
486,2.2
487,0.2
488,0.5
489,0.0
490,0.8
491,2.5
493,0.0
558,3.0
581,1.8
590,0.0
112,5.8
147,0.2
401,2.0
403,2.0
455,3.0
494,0.0
495,0.0
496,4.0
497,0.0
498,0.0
499,2.2
500,0.0
502,3.5
503,4.0
505,0.0
506,1.5
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,1.8
513,0.0
514,1.5
515,0.5
516,3.5
517,0.0
518,0.0
519,2.2
520,0.5
521,0.0
522,1.8
523,0.0
524,0.0
525,1.5
526,1.5
527,0.0
528,0.0
578,0.0
601,0.0
501,0.8
529,2.5
530,0.0
531,0.0
532,3.5
533,3.2
534,2.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,3.2
542,4.0
543,0.0
544,3.0
545,2.0
546,0.0
547,0.0
548,0.2
549,0.0
550,0.0
551,2.8
552,5.5
553,3.5
612,-0.2
613,0.0
646,1.0
651,0.0
