name,position,team,xP,status,news,chance_of_playing_this_round,chance_of_playing_next_round,selected_by_percent,selected_rank,selected_rank_type,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,GW
Gabriel dos Santos Magalhães,DEF,Arsenal,,a,,,,29.7,9,2,0,0,21,1,1.8,4,0.01,0.06,0.05,0.20,1,0,0,0.9,6.6,2026-08-21T19:00:00Z,90,False,7,0,0,0,0,1,0,2647984,1,0,3,1.0,5,0,0,0,80,True,1,4,4,2,0,1
Bernd Leno,GK,Fulham,,a,,,,3.1,100,16,0,0,11,0,0.0,250,0.00,0.00,0.00,2.24,10,3,0,3.0,29.6,2026-08-24T19:00:00Z,90,False,6,0,0,0,0,1,3,272035,1,3,2,0.0,2,0,0,0,45,True,0,1,0,9,0,1
Joshua Zirkzee,FWD,Man Utd,,a,,,,0.6,228,38,0,0,0,0,0.0,440,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,11,0,0,0,0,1,0,56060,0,0,2,0.0,0,0,0,0,55,False,0,0,0,0,0,1
Takehiro Tomiyasu,DEF,Crystal Palace,,a,,,,0.3,289,106,0,0,3,0,2.4,577,0.01,0.01,0.00,0.14,3,0,0,0.5,2.4,2026-08-22T14:00:00Z,18,False,9,0,0,0,0,1,0,31543,0,0,2,0.0,1,0,0,0,45,False,0,1,1,1,0,1
Callum Wilson,FWD,Brentford,,a,,,,0.3,287,50,0,0,4,0,10.3,108,0.04,0.07,0.03,0.07,2,0,0,1.8,2.2,2026-08-22T16:30:00Z,7,False,19,0,0,0,0,1,0,30450,0,0,3,5.0,1,0,0,0,55,True,0,0,0,0,0,1
Milan van Ewijk,DEF,Coventry City,,a,,,,14.1,30,11,0,0,-8,0,2.0,175,0.01,0.01,0.00,1.88,1,3,0,1.5,10.6,2026-08-21T19:00:00Z,90,False,1,0,0,0,0,1,0,1257228,1,0,3,2.0,1,0,0,0,40,False,0,6,7,3,1,1
Álvaro Rodríguez,FWD,Bournemouth,,d,Unspecified injury - 75% chance of playing,,75,0.1,404,60,0,0,0,0,0.0,81,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,15,0,0,0,0,1,0,9051,0,1,2,0.0,0,0,0,0,60,False,0,0,0,0,0,1
Norberto Bercique Gomes Betuncal,FWD,Everton,,a,,,,2.9,106,14,0,0,3,0,0.0,248,0.00,0.05,0.05,0.34,3,0,0,0.2,0.0,2026-08-22T14:00:00Z,11,False,8,0,0,0,0,1,0,249740,0,0,2,2.0,1,0,0,0,55,True,0,0,0,0,0,1
Enzo Fernández,MID,Chelsea,,a,,,,5.1,68,23,0,0,6,0,12.0,155,0.02,0.02,0.00,0.28,10,0,0,1.5,3.4,2026-08-24T19:00:00Z,25,False,10,0,0,0,0,1,0,442051,0,3,2,0.0,1,0,0,0,70,False,0,0,3,3,0,1
Emile Smith Rowe,MID,Fulham,,a,,,,0.4,274,91,0,0,0,0,0.0,262,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,6,0,0,0,0,1,0,35036,0,3,2,0.0,0,0,0,0,55,True,0,0,0,0,0,1
Marc Guéhi,DEF,Man City,,a,,,,18.0,22,8,0,2,31,0,17.5,388,0.32,1.21,0.89,0.65,8,1,1,8.9,43.6,2026-08-23T13:00:00Z,90,False,3,0,0,0,0,1,0,1521853,1,1,2,28.0,10,0,0,0,60,True,0,1,4,4,3,1
Romaine Mundle,MID,Sunderland,,a,,,,0.0,579,246,0,0,0,0,0.0,547,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,12,0,0,0,0,1,0,801,0,1,2,0.0,0,0,0,0,50,False,0,0,0,0,0,1
Karl Darlow,GK,Man Utd,,d,Unspecified injury - 75% chance of playing,,75,0.0,515,57,0,0,0,0,0.0,325,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,11,0,0,0,0,1,0,3043,0,0,2,0.0,0,0,0,0,45,False,0,0,0,0,0,1
Arthur Masuaku,DEF,Sunderland,,u,Has joined Konyaspor permanently,,0,0.4,279,104,0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,5,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,12,0,0,0,0,1,0,25578,0,1,2,0.0,0,0,0,0,40,False,0,0,0,0,0,1
Chido Obi,FWD,Man Utd,,a,,,,1.1,178,27,0,0,0,0,0.0,441,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,11,0,0,0,0,1,0,100521,0,0,2,0.0,0,0,0,0,45,False,0,0,0,0,0,1
Marcus Bettinelli,GK,Man City,,a,,,,0.0,528,63,0,0,0,0,0.0,386,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,3,0,0,0,0,1,0,2479,0,1,2,0.0,0,0,0,0,45,True,0,0,0,0,0,1
Kai Havertz,FWD,Arsenal,,a,,,,4.9,70,11,0,0,34,1,13.2,26,0.03,0.29,0.26,0.20,1,0,1,7.5,37.2,2026-08-21T19:00:00Z,90,False,7,0,0,0,0,1,0,468616,1,0,3,25.0,6,0,0,0,75,True,0,2,2,0,0,1
Gabriel Fernando de Jesus,FWD,Arsenal,,a,,,,0.4,285,49,0,0,0,0,0.0,27,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,7,0,0,0,0,1,0,31403,0,0,3,0.0,0,0,0,0,60,True,0,0,0,0,0,1
Aladji Bamba,MID,Newcastle,,a,,,,0.1,394,149,0,0,5,0,0.0,559,0.00,0.00,0.00,1.04,9,1,0,0.4,4.0,2026-08-23T15:30:00Z,14,False,14,0,0,0,0,1,0,12608,0,2,2,0.0,1,0,0,0,50,True,0,1,2,0,1,1
Ashley Phillips,DEF,Spurs,,u,Has joined Middlesbrough permanently,,0,0.0,511,174,0,0,0,0,0.0,507,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,4,0,0,0,0,1,0,2583,0,0,3,0.0,0,0,0,0,45,False,0,0,0,0,0,1
David Brooks,MID,Bournemouth,,d,Unspecified injury - 75% chance of playing,,75,0.1,465,189,0,0,0,0,0.0,74,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,15,0,0,0,0,1,0,4610,0,1,2,0.0,0,0,0,0,50,False,0,0,0,0,0,1
Michael Keane,DEF,Everton,,a,,,,1.7,139,57,0,0,0,0,0.0,231,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,8,0,0,0,0,1,0,151116,0,0,2,0.0,0,0,0,0,50,True,0,0,0,0,0,1
Hidemasa Morita,MID,Hull City,,d,Calf injury - 50% chance of playing,,50,0.0,526,219,0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,16,0,0,0,0,1,0,2175,0,0,2,0.0,0,0,0,0,50,True,0,0,0,0,0,1
Issa Diop,DEF,Ipswich Town,,a,,,,18.1,21,7,0,0,7,0,0.8,259,0.01,0.01,0.00,0.66,5,1,0,1.0,7.2,2026-08-22T14:00:00Z,90,False,20,0,0,0,0,1,0,1668644,1,1,2,2.0,2,0,0,0,40,True,0,4,5,6,1,1
Victor Lindelöf,DEF,Aston Villa,,a,,,,0.3,321,120,0,0,-13,0,0.1,37,0.00,0.00,0.00,3.77,7,4,0,0.2,1.8,2026-08-23T13:00:00Z,90,False,5,1,0,0,0,1,0,24630,1,0,4,0.0,-2,0,0,0,45,False,0,3,3,1,0,1
Martin Ødegaard,MID,Arsenal,,a,,,,7.3,57,19,0,3,41,1,41.5,15,0.10,0.31,0.21,0.06,1,0,1,12.3,50.6,2026-08-21T19:00:00Z,75,False,7,0,0,0,0,1,0,717252,1,0,3,31.0,11,0,0,0,65,True,0,1,8,4,3,1
Bafodé Diakité,DEF,Bournemouth,,a,,,,0.2,371,140,0,0,0,0,0.0,62,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,15,0,0,0,0,1,0,15573,0,1,2,0.0,0,0,0,0,50,False,0,0,0,0,0,1
Lucas Bergvall,MID,Spurs,,a,,,,0.2,340,119,0,0,2,0,2.0,520,0.01,0.01,0.00,1.70,2,2,0,0.0,0.0,2026-08-22T16:30:00Z,45,False,4,0,0,0,0,1,0,18443,1,0,3,2.0,1,0,0,0,55,False,0,0,8,7,1,1
Riccardo Calafiori,DEF,Arsenal,,a,,,,35.6,7,1,1,0,31,1,12.2,8,0.09,0.13,0.04,0.06,1,0,0,4.2,26.0,2026-08-21T19:00:00Z,80,False,7,0,0,0,0,1,0,3542684,1,0,3,4.0,9,0,0,0,55,True,0,4,5,1,1,1
Mason Mount,MID,Man Utd,,d,Foot injury - 50% chance of playing,,50,0.0,492,202,0,0,0,0,0.0,430,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,11,0,0,0,0,1,0,3202,0,0,2,0.0,0,0,0,0,55,False,0,0,0,0,0,1
Josh Dasilva,MID,Brentford,,a,,,,0.0,533,220,0,0,0,0,0.0,103,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,19,0,0,0,0,1,0,2396,0,0,3,0.0,0,0,0,0,50,True,0,0,0,0,0,1
Olivier Boscagli,DEF,Brighton,,a,,,,0.2,337,127,0,0,29,1,7.3,114,0.04,0.04,0.00,0.29,7,0,0,2.9,15.2,2026-08-23T13:00:00Z,90,False,2,0,0,0,0,1,0,19109,1,0,4,6.0,6,0,0,0,45,True,0,5,6,4,1,1
Lucas Gourna-Douath,MID,Hull City,,a,,,,0.0,537,222,0,0,0,0,0.0,589,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,16,0,0,0,0,1,0,2352,0,0,2,0.0,0,0,0,0,50,True,0,0,0,0,0,1
Lukás Hornícek,GK,Newcastle,,a,,,,0.6,230,29,0,0,12,0,0.0,567,0.00,0.00,0.00,2.98,9,2,0,4.1,41.2,2026-08-23T15:30:00Z,90,False,14,0,0,0,0,1,5,55382,1,2,2,0.0,1,0,0,0,50,True,1,3,0,5,0,1
Habib Diarra,MID,Sunderland,,a,,,,0.1,455,182,0,0,3,0,0.6,543,0.00,0.03,0.03,0.10,5,1,0,0.3,0.4,2026-08-22T14:00:00Z,10,False,12,0,0,0,0,1,0,6286,0,1,2,2.0,1,0,0,0,55,False,0,0,0,0,0,1
Geovany Quenda,MID,Chelsea,,a,,,100,0.0,493,203,0,0,2,0,0.3,164,0.00,0.00,0.00,0.09,10,0,0,0.4,1.2,2026-08-24T19:00:00Z,8,False,10,0,0,0,0,1,0,3758,0,3,2,2.0,1,0,0,0,55,False,0,1,1,0,0,1
Stefan Bajčetić Maquieira,MID,Liverpool,,i,Hamstring injury - Expected back 23 Aug,,0,0.0,597,261,0,0,0,0,0.0,376,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,False,17,0,0,0,0,1,0,157,0,2,2,0.0,0,0,0,0,50,False,0,0,0,0,0,1
Matt Crooks,MID,Hull City,,a,,,,0.6,233,77,0,0,9,1,2.4,289,0.00,0.00,0.00,1.83,4,0,0,2.1,19.0,2026-08-22T11:30:00Z,90,False,16,0,0,0,0,1,0,57929,1,0,2,0.0,2,0,0,0,45,True,1,4,9,1,4,1
James Justin,DEF,Leeds,,a,,,,0.6,238,90,0,2,28,1,2.3,332,0.01,0.01,0.00,0.66,6,0,0,2.9,24.6,2026-08-22T14:00:00Z,90,False,18,0,0,0,0,1,0,52732,1,1,0,2.0,10,0,0,0,45,False,0,6,12,4,6,1
Bruno Borges Fernandes,MID,Man Utd,,a,,,,51.1,3,1,0,0,18,0,55.4,426,0.26,0.34,0.08,1.01,4,2,0,9.3,20.2,2026-08-22T11:30:00Z,90,False,11,0,0,0,0,1,0,4653303,1,0,2,17.0,2,0,0,0,120,False,0,1,6,5,0,1
Joško Gvardiol,DEF,Man City,,a,,,,11.0,35,12,0,1,28,0,13.3,391,0.05,0.24,0.19,0.65,8,1,1,7.8,47.6,2026-08-23T13:00:00Z,90,False,3,0,0,0,0,1,0,980214,1,1,2,17.0,9,0,0,0,55,True,0,5,7,5,2,1
Neco Williams,DEF,Nott'm Forest,,a,,,,10.5,38,13,0,0,13,0,5.8,469,0.02,0.02,0.00,0.47,6,1,0,2.7,15.2,2026-08-22T14:00:00Z,90,False,13,0,0,0,0,1,0,924685,1,1,0,6.0,2,0,0,0,50,True,0,3,6,10,3,1
Nicolò Savona,DEF,Nott'm Forest,,i,Knee injury - Unknown return date,,0,0.0,594,198,0,0,0,0,0.0,475,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,13,0,0,0,0,1,0,209,0,1,0,0.0,0,0,0,0,45,True,0,0,0,0,0,1
Julio Soler Barreto,DEF,Bournemouth,,d,Hamstring injury - 75% chance of playing,,75,0.3,315,118,0,0,0,0,0.0,66,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,15,0,0,0,0,1,0,19739,0,1,2,0.0,0,0,0,0,40,False,0,0,0,0,0,1
Anan Khalaili,DEF,Crystal Palace,,a,,,,0.1,439,152,0,0,12,0,26.5,588,0.16,0.16,0.00,0.27,3,0,0,5.5,24.0,2026-08-22T14:00:00Z,35,False,9,0,0,0,0,1,0,8418,0,0,2,4.0,1,0,0,0,50,False,0,5,9,3,4,1
Gerónimo Rulli,GK,Man City,,a,,,,0.0,557,65,0,0,0,0,0.0,587,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,3,0,0,0,0,1,0,1589,0,1,2,0.0,0,0,0,0,50,True,0,0,0,0,0,1
Sepp van den Berg,DEF,Brentford,,i,Unspecified injury - Unknown return date,,0,0.2,335,126,0,0,0,0,0.0,85,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,19,0,0,0,0,1,0,14391,0,0,3,0.0,0,0,0,0,50,True,0,0,0,0,0,1
Jeremie Frimpong,DEF,Liverpool,,a,,,,3.3,94,37,0,0,3,0,37.8,357,0.09,0.10,0.01,1.58,9,2,0,6.1,13.6,2026-08-23T15:30:00Z,90,False,17,0,0,0,0,1,0,302241,1,2,2,10.0,0,0,0,0,55,False,1,1,2,3,1,1
Brennan Johnson,MID,Everton,,a,,,,0.2,368,134,0,0,3,0,0.3,209,0.00,0.00,0.00,0.29,3,0,0,0.4,4.0,2026-08-22T14:00:00Z,6,False,8,0,0,0,0,1,0,15299,0,0,2,0.0,1,0,0,0,60,True,0,2,2,0,0,1
Martín Zubimendi Ibáñez,MID,Arsenal,,a,,,,1.2,175,57,0,0,3,0,2.3,19,0.02,0.02,0.00,0.15,1,0,0,0.6,3.8,2026-08-21T19:00:00Z,22,False,7,0,0,0,0,1,0,107568,0,0,3,0.0,1,0,0,0,55,True,0,0,3,2,1,1
Mike Penders,GK,Chelsea,,a,,,,0.1,460,50,0,0,0,0,0.0,560,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,10,0,0,0,0,1,0,6087,0,3,2,0.0,0,0,0,0,45,False,0,0,0,0,0,1
Enes Ünal,FWD,Bournemouth,,u,Has joined Getafe permanently,,0,0.1,476,65,0,0,0,0,0.0,80,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,15,0,0,0,0,1,0,3581,0,1,2,0.0,0,0,0,0,55,False,0,0,0,0,0,1
Omari Hutchinson,MID,Nott'm Forest,,a,,,,0.2,366,132,0,0,0,0,0.0,484,0.00,0.00,0.00,0.00,6,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,13,0,0,0,0,1,0,15797,0,1,0,0.0,0,0,0,0,55,True,0,0,0,0,0,1
Joél Drakes-Thomas,MID,Crystal Palace,,a,,,,0.1,435,175,0,0,0,0,0.0,221,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,9,0,0,0,0,1,0,8076,0,0,2,0.0,0,0,0,0,45,False,0,0,0,0,0,1
Max Dowman,MID,Arsenal,,a,,,,0.1,420,168,0,0,0,0,0.0,20,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,7,0,0,0,0,1,0,8920,0,0,3,0.0,0,0,0,0,55,True,0,0,0,0,0,1
Wellity Lucky,DEF,Liverpool,,a,,,,0.1,409,145,0,0,0,0,0.0,361,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,False,17,0,0,0,0,1,0,10838,0,2,2,0.0,0,0,0,0,40,False,0,0,0,0,0,1
Ryan Giles,DEF,Hull City,,a,,,,0.8,209,79,0,0,24,1,18.8,282,0.07,0.09,0.02,1.76,4,0,0,3.7,13.8,2026-08-22T11:30:00Z,84,False,16,0,0,0,0,1,0,67208,1,0,2,4.0,6,0,0,0,40,True,0,5,6,1,1,1
Gianluigi Donnarumma,GK,Man City,,a,,,,8.5,50,6,0,0,12,0,0.0,384,0.00,0.00,0.00,0.65,8,1,0,2.7,26.8,2026-08-23T13:00:00Z,90,False,3,0,0,0,0,1,3,722204,1,1,2,0.0,3,0,0,0,55,True,0,1,0,4,0,1
Will Hughes,MID,Crystal Palace,,a,,,,11.9,33,11,0,0,0,0,0.0,212,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,9,0,0,0,0,1,0,1093674,0,0,2,0.0,0,0,0,0,45,False,0,0,0,0,0,1
Patrick Dorgu,MID,Man Utd,,a,,,,1.4,160,48,0,0,-11,0,1.2,415,0.03,0.50,0.47,0.92,4,2,0,0.7,0.0,2026-08-22T11:30:00Z,45,False,11,0,0,0,0,1,0,121744,1,0,2,16.0,0,0,0,0,60,False,1,1,1,0,0,1
Dejan Kulusevski,MID,Spurs,,i,Knee injury - Unknown return date,,0,0.0,572,241,0,0,0,0,0.0,521,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,4,0,0,0,0,1,0,949,0,0,3,0.0,0,0,0,0,65,False,0,0,0,0,0,1
Aaron Hickey,DEF,Brentford,,a,,,,0.1,470,163,0,0,2,0,0.3,90,0.00,0.00,0.00,0.10,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,14,False,19,0,0,0,0,1,0,5416,0,0,3,0.0,1,0,0,0,45,True,0,0,0,2,0,1
Rayan Aït-Nouri,DEF,Man City,,a,,,,0.9,196,73,0,0,0,0,0.0,392,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,3,0,0,0,0,1,0,79425,0,1,2,0.0,0,0,0,0,55,True,0,0,0,0,0,1
Victor Torp,MID,Coventry City,,a,,,,0.2,364,130,0,0,8,0,16.4,188,0.11,0.11,0.00,0.32,1,0,0,2.3,6.8,2026-08-21T19:00:00Z,28,False,1,0,0,0,0,1,0,15509,0,0,3,0.0,1,0,0,0,55,False,0,1,1,0,0,1
Rúben dos Santos Gato Alves Dias,DEF,Man City,,a,,,,1.6,144,60,0,0,11,0,17.9,390,0.14,0.14,0.00,0.65,8,1,0,4.4,24.4,2026-08-23T13:00:00Z,90,False,3,0,0,0,0,1,0,148709,1,1,2,2.0,2,0,0,0,55,True,0,6,6,8,0,1
John McGinn,MID,Aston Villa,,a,,,,3.3,95,32,0,0,8,0,2.4,45,0.01,0.05,0.04,3.62,7,4,0,0.5,1.6,2026-08-23T13:00:00Z,81,False,5,0,0,0,0,1,0,290994,1,0,4,1.0,1,0,0,0,55,False,1,2,6,3,1,1
Jaydee Canvot,DEF,Crystal Palace,,a,,,,0.4,272,100,0,0,9,0,5.7,203,0.01,0.06,0.05,1.12,3,2,0,3.8,27.4,2026-08-22T14:00:00Z,90,False,9,0,0,0,0,1,0,30748,1,0,2,5.0,1,0,0,0,50,False,0,4,8,3,4,1
Tijjani Reijnders,MID,Man City,,u,Has joined Al Qadsiah permanently,,0,0.2,362,129,0,0,0,0,0.0,404,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,3,0,0,0,0,1,0,11692,0,1,2,0.0,0,0,0,0,60,True,0,0,0,0,0,1
Micky van de Ven,DEF,Spurs,,a,,,,7.2,58,23,0,0,0,0,0.0,503,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,4,0,0,0,0,1,0,522301,0,0,3,0.0,0,0,0,0,50,False,0,0,0,0,0,1
Joe Rodon,DEF,Leeds,,a,,,,3.1,101,39,0,0,21,1,14.4,329,0.06,0.09,0.03,0.66,6,0,0,3.4,14.4,2026-08-22T14:00:00Z,90,False,18,0,0,0,0,1,0,330772,1,1,0,5.0,6,0,0,0,45,False,0,6,7,1,1,1
Rodrigo 'Rodri' Hernandez Cascante,MID,Man City,,u,Has joined Barcelona permanently,,0,0.0,522,218,0,0,0,0,0.0,402,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,3,0,0,0,0,1,0,2341,0,1,2,0.0,0,0,0,0,65,True,0,0,0,0,0,1
Pascal Struijk,DEF,Brighton,,a,,,100,0.2,349,133,0,0,0,0,0.0,328,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,2,0,0,0,0,1,0,19933,0,0,4,0.0,0,0,0,0,50,True,0,0,0,0,0,1
Wilson Odobert,MID,Spurs,,i,Knee injury - Unknown return date,,0,0.0,598,262,0,0,0,0,0.0,517,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,False,4,0,0,0,0,1,0,100,0,0,3,0.0,0,0,0,0,55,False,0,0,0,0,0,1
Liam Delap,FWD,Chelsea,,a,,,,0.5,261,46,0,0,0,0,0.0,167,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,False,10,0,0,0,0,1,0,40156,0,3,2,0.0,0,0,0,0,55,False,0,0,0,0,0,1
Matty Jacob,DEF,Hull City,,d,Hip injury - 75% chance of playing,,75,0.0,555,188,0,0,0,0,0.0,283,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,16,0,0,0,0,1,0,1251,0,0,2,0.0,0,0,0,0,40,True,0,0,0,0,0,1
Antonín Kinský,GK,Spurs,,a,,,,23.4,12,2,0,0,15,0,0.0,496,0.00,0.00,0.00,3.87,2,3,0,4.4,43.6,2026-08-22T16:30:00Z,90,False,4,0,0,0,0,1,5,2208330,1,0,3,0.0,2,0,0,0,45,False,0,4,0,12,0,1
Calvin Ramsay,DEF,Liverpool,,a,,,,0.2,339,128,0,0,0,0,0.0,365,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2026-08-23T15:30:00Z,0,False,17,0,0,0,0,1,0,19328,0,2,2,0.0,0,0,0,0,40,False,0,0,0,0,0,1
Nathan Patterson,DEF,Everton,,a,,,,0.0,521,175,0,0,0,0,0.0,234,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,8,0,0,0,0,1,0,2948,0,0,2,0.0,0,0,0,0,45,True,0,0,0,0,0,1
Ben Wilson,GK,Coventry City,,a,,,,0.5,251,35,0,0,0,0,0.0,172,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,1,0,0,0,0,1,0,42690,0,0,3,0.0,0,0,0,0,45,False,0,0,0,0,0,1
Rio Cardines,DEF,Crystal Palace,,u,Has joined Bristol City on loan for the rest of the season,,0,0.0,591,197,0,0,0,0,0.0,220,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,9,0,0,0,0,1,0,255,0,0,2,0.0,0,0,0,0,45,False,0,0,0,0,0,1
Walter Benítez,GK,Crystal Palace,,a,,,,0.1,414,46,0,0,0,0,0.0,199,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2026-08-22T14:00:00Z,0,False,9,0,0,0,0,1,0,10987,0,0,2,0.0,0,0,0,0,45,False,0,0,0,0,0,1
João Pedro Junqueira de Jesus,FWD,Chelsea,,a,,,,63.4,2,2,1,2,45,0,23.0,165,0.06,0.69,0.63,1.33,10,2,1,11.1,51.2,2026-08-24T19:00:00Z,90,False,10,0,0,0,0,1,0,5764207,1,3,2,37.0,11,0,0,0,75,False,0,1,3,2,0,1
Lisandro Martínez,DEF,Man Utd,,a,,,100,1.2,177,68,0,0,0,0,0.0,419,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2026-08-22T11:30:00Z,0,False,11,0,0,0,0,1,0,115360,0,0,2,0.0,0,0,0,0,50,False,0,0,0,0,0,1
Vitor de Oliveira Nunes dos Reis,DEF,Man City,,a,,,,0.0,539,183,0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,8,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,False,3,0,0,0,0,1,0,1856,0,1,2,0.0,0,0,0,0,45,True,0,0,0,0,0,1
Paddy McNair,DEF,Hull City,,a,,,,0.1,425,147,0,0,3,0,0.0,285,0.00,0.00,0.00,0.96,4,0,0,0.4,4.2,2026-08-22T11:30:00Z,26,False,16,0,0,0,0,1,0,8697,0,0,2,0.0,1,0,0,0,40,True,0,2,2,1,0,1
Taiwo Awoniyi,FWD,Coventry City,,a,,,,0.8,207,34,0,0,4,0,1.4,492,0.00,0.00,0.00,0.29,1,0,0,0.1,0.0,2026-08-21T19:00:00Z,20,False,1,0,0,0,0,1,0,76129,0,0,3,0.0,1,0,0,0,55,False,0,0,1,1,0,1
Đorđe Petrović,GK,Bournemouth,,a,,,,3.4,91,14,0,0,13,0,0.0,57,0.00,0.00,0.00,2.25,8,2,0,3.7,36.8,2026-08-23T13:00:00Z,90,False,15,0,0,0,0,1,4,288326,1,1,2,0.0,2,0,0,0,45,False,0,2,0,5,0,1
Marcus Rashford,MID,Man Utd,,a,,,,1.5,157,47,0,0,9,0,48.6,429,0.10,0.10,0.00,0.09,4,0,0,6.4,11.6,2026-08-22T11:30:00Z,45,False,11,0,0,0,0,1,0,134653,0,0,2,4.0,1,0,0,0,70,False,0,0,1,1,0,1
Ethan Nwaneri,MID,Arsenal,,a,,,,0.0,564,237,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,False,7,0,0,0,0,1,0,1260,0,0,3,0.0,0,0,0,0,55,True,0,0,0,0,0,1
Jarrad Branthwaite,DEF,Everton,,a,,,,1.7,141,59,0,0,27,1,0.8,230,0.01,0.01,0.00,1.96,3,0,0,2.5,18.6,2026-08-22T14:00:00Z,90,False,8,0,0,0,0,1,0,141420,1,0,2,6.0,6,0,0,0,55,True,0,6,8,2,2,1
Matt Grimes,MID,Coventry City,,a,,,,0.2,346,122,0,0,14,0,3.7,184,0.01,0.01,0.00,1.88,1,3,0,1.7,13.4,2026-08-21T19:00:00Z,90,False,1,0,0,0,0,1,0,17412,1,0,3,0.0,2,0,0,0,50,False,0,4,7,3,0,1
