id,xP
163,7.0
164,0.7
165,0.0
166,1.3
167,3.7
169,0.7
170,0.5
171,0.0
172,0.0
173,0.8
174,0.0
175,0.0
176,0.0
177,0.0
178,4.3
179,0.0
180,0.0
181,1.3
744,0.5
761,0.5
783,5.3
795,0.5
220,0.6
221,0.8
222,0.0
223,0.0
224,1.5
225,0.2
226,0.5
227,1.2
228,0.8
229,0.0
230,1.2
231,0.0
232,0.0
233,0.2
234,0.0
235,0.5
236,0.4
237,3.0
238,0.0
239,0.0
240,0.0
241,1.5
244,0.8
245,0.0
246,0.8
247,0.2
248,0.0
249,2.5
250,0.5
251,0.0
252,0.2
453,0.2
672,1.0
743,0.0
789,0.0
803,0.0
829,0.0
833,0.0
834,0.0
253,2.0
254,0.0
255,0.0
256,3.7
257,3.7
258,2.5
259,0.0
261,2.0
262,0.5
263,0.2
264,0.0
265,0.0
267,3.7
268,0.0
269,0.0
270,0.3
271,2.0
272,1.0
273,3.2
274,0.0
275,0.0
276,0.8
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,1.8
284,0.0
285,0.0
286,0.0
580,1.7
654,1.5
677,0.2
690,0.0
712,0.8
723,3.3
732,0.0
762,0.0
773,0.0
780,0.0
793,0.0
798,0.0
242,4.6
243,0.8
287,1.4
288,0.0
289,0.0
290,0.0
291,4.4
292,1.2
293,1.8
294,0.2
295,1.8
296,0.2
297,0.0
298,0.0
299,2.4
300,1.0
301,0.4
302,0.0
303,2.6
304,1.2
305,0.2
306,0.0
307,0.0
308,0.0
309,0.0
310,3.2
311,4.0
312,0.0
313,0.0
419,0.0
630,0.0
667,0.0
704,0.0
705,0.0
707,0.0
728,3.2
779,0.0
314,4.3
315,0.0
316,4.3
317,0.0
318,3.3
319,3.7
320,1.3
321,0.5
322,0.5
323,0.5
324,1.0
325,2.5
327,0.0
328,0.0
329,2.3
330,1.5
331,1.3
332,3.7
333,0.0
334,0.0
335,1.3
336,1.0
337,1.7
338,1.7
424,1.7
664,0.5
727,2.5
731,1.0
737,1.0
770,0.5
786,0.5
168,0.0
339,-0.5
340,-0.5
341,3.7
342,0.0
343,0.3
344,5.0
345,1.3
346,-0.3
347,0.0
348,1.5
349,0.0
350,1.0
351,1.3
352,0.0
353,0.5
354,2.6
355,0.0
356,0.0
357,0.0
358,3.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.5
493,2.0
660,3.3
665,-0.5
691,5.0
698,0.0
706,3.3
741,0.0
787,-0.5
837,-0.5
838,-0.5
839,0.8
366,0.4
367,1.3
368,0.5
369,1.7
370,1.5
371,1.5
372,2.5
373,6.3
374,2.7
375,0.0
376,0.7
377,0.0
378,0.5
379,0.5
380,0.5
381,2.9
382,2.3
383,0.0
384,3.9
385,1.1
386,4.7
387,6.5
388,3.7
390,3.9
392,0.0
393,0.0
394,0.0
395,0.0
396,0.5
397,0.0
398,0.0
499,2.7
661,0.0
686,2.5
692,0.0
746,0.5
760,0.5
830,0.5
832,0.5
82,3.7
182,0.5
260,5.0
399,0.0
401,0.5
402,2.8
403,0.7
404,0.0
405,1.8
406,4.5
407,3.5
408,0.5
409,0.7
410,0.5
411,3.7
412,0.0
413,3.0
414,3.0
415,2.5
416,3.2
417,4.3
418,6.3
420,0.0
421,0.6
422,1.3
423,1.2
425,0.0
427,0.7
428,0.5
429,0.0
430,5.7
736,4.3
739,0.0
740,0.0
742,0.5
763,0.5
764,0.5
794,0.5
119,3.7
431,0.5
432,0.0
433,0.0
434,0.5
435,0.5
436,0.0
437,2.7
438,3.5
439,0.5
440,2.0
441,1.3
442,5.7
443,5.3
444,1.0
445,0.0
446,0.5
447,1.3
448,0.5
449,6.0
450,5.0
451,0.0
452,2.3
454,0.0
455,2.0
457,4.7
458,6.0
459,0.4
460,0.0
461,0.5
462,0.5
463,0.0
464,0.0
465,0.0
466,1.3
467,0.5
468,0.0
681,1.9
733,4.3
755,0.5
769,0.5
771,0.5
788,0.5
827,0.5
52,4.0
135,1.5
469,3.0
471,0.0
472,0.0
473,1.0
474,0.0
475,4.0
476,3.2
477,0.0
478,0.8
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.5
487,4.8
488,4.5
489,3.5
490,1.1
491,1.5
492,0.0
494,2.0
495,0.0
496,0.0
497,0.0
498,0.0
500,6.5
501,0.0
674,0.0
684,2.0
689,0.0
714,2.8
753,0.0
765,0.0
772,0.0
12,0.0
400,-0.5
426,0.9
502,3.9
503,0.0
504,0.0
505,2.9
506,0.0
507,0.0
508,1.7
509,0.0
510,0.7
511,2.3
512,0.0
513,-0.2
514,0.0
515,6.2
516,0.0
517,6.7
518,0.0
519,1.1
520,0.0
521,0.5
522,1.1
523,-0.5
524,0.0
525,2.1
526,5.3
527,4.1
669,-0.4
675,-0.5
693,1.9
696,0.0
715,0.0
716,0.0
729,0.0
734,1.9
805,-0.3
814,1.1
835,-0.5
836,-0.5
528,0.0
529,0.0
530,0.0
531,0.0
532,2.8
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.8
540,0.0
541,2.8
542,0.0
543,0.0
544,1.6
545,0.0
546,0.0
547,6.2
548,0.0
549,0.0
550,0.0
551,2.4
552,3.0
553,1.4
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,2.4
561,0.2
562,0.0
563,0.0
564,0.0
668,3.8
670,2.6
678,0.0
683,2.8
694,3.6
724,1.6
730,2.8
735,0.0
774,0.0
775,0.0
800,0.0
812,0.0
813,0.6
821,0.0
822,0.0
565,0.0
566,0.0
567,2.8
568,3.2
569,0.0
570,2.8
571,0.0
572,0.2
573,2.5
574,1.0
575,2.5
576,0.0
577,0.0
578,0.0
579,0.0
581,0.2
582,0.0
583,0.0
584,3.8
585,2.8
586,0.8
587,1.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.2
594,0.0
595,0.0
596,0.1
597,3.8
598,0.0
599,0.0
673,3.5
717,0.0
726,1.0
745,0.0
750,0.0
751,0.0
790,0.0
796,3.8
804,0.0
811,0.0
818,0.0
326,0.0
600,0.0
601,0.0
602,0.0
603,2.0
604,0.0
605,0.0
606,3.2
607,0.0
608,0.0
609,0.4
610,0.8
611,0.0
612,0.0
613,3.6
615,1.8
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.2
624,3.6
625,0.0
626,0.0
659,1.8
671,1.8
679,3.4
708,3.4
718,0.2
738,0.0
747,0.0
752,0.0
758,0.2
785,1.6
791,2.2
802,0.0
815,3.2
825,0.0
627,0.0
628,0.7
629,0.5
631,0.0
632,0.0
633,1.7
634,1.3
635,2.0
636,3.3
637,1.7
638,0.0
639,0.0
640,0.7
641,0.0
642,1.3
643,1.3
644,0.0
645,0.0
646,2.3
647,0.0
648,0.0
649,0.0
650,0.0
651,-0.3
652,-0.5
653,0.0
655,0.0
656,0.0
657,-0.5
658,-0.5
663,0.0
682,0.5
695,-0.3
709,0.0
720,0.7
749,3.7
766,-0.5
767,-0.5
777,0.0
778,-0.5
809,-0.5
816,0.0
817,1.5
828,-0.5
831,-0.5
