id,selected_by_percent,selected_rank,selected_rank_type
164,0.3,302,104
165,0.0,742,312
166,0.4,295,102
167,1.5,161,54
169,0.4,290,99
170,0.1,473,165
171,0.0,719,296
172,0.0,656,258
173,0.3,324,110
174,0.0,790,342
175,0.1,547,203
176,0.0,701,283
177,0.0,714,293
178,8.9,46,9
179,0.0,762,92
180,0.1,538,74
181,0.3,308,49
744,0.0,711,291
761,0.0,685,243
783,3.1,108,36
795,0.0,768,328
220,10.3,37,5
221,0.2,405,57
222,0.0,810,94
223,0.1,463,68
224,14.5,23,9
225,5.9,70,22
226,8.9,44,14
227,0.1,437,163
228,1.8,146,58
229,0.0,650,232
230,0.4,299,111
231,0.0,663,234
232,0.3,347,126
233,1.7,151,61
234,0.1,580,207
235,12.5,32,11
236,3.9,92,31
237,11.3,34,12
238,1.7,155,51
239,0.1,491,175
240,0.1,528,193
241,7.1,59,22
244,0.0,690,276
245,0.0,748,317
246,0.3,330,113
247,0.1,546,202
248,0.0,798,347
249,37.0,5,2
250,0.9,205,31
251,0.1,540,75
252,5.2,74,14
453,0.4,283,96
672,0.2,385,139
743,0.0,732,305
789,0.0,750,86
803,0.0,770,90
829,0.0,830,370
833,0.0,837,376
834,0.0,839,378
840,0.0,832,94
253,9.1,42,8
254,0.3,314,43
255,0.1,488,71
256,9.4,39,13
257,7.5,57,17
258,2.3,129,51
259,0.1,454,171
261,2.5,123,48
262,0.1,584,208
263,0.5,276,104
264,0.0,712,249
265,0.0,683,242
267,6.1,68,25
268,0.0,803,352
269,0.1,466,161
270,0.1,486,173
271,0.1,485,172
272,0.1,495,177
273,0.7,226,79
274,0.1,502,182
275,0.0,634,243
276,1.1,187,66
277,0.0,811,357
278,0.0,659,260
279,0.0,779,336
280,0.0,825,366
281,0.1,585,219
282,0.0,716,294
283,8.4,50,10
284,0.3,339,55
285,0.2,379,59
286,0.3,320,52
580,2.4,126,41
654,1.5,166,24
677,0.0,606,230
690,0.3,350,120
712,0.2,396,135
723,0.5,263,100
732,0.1,575,78
762,0.0,774,332
773,0.0,693,246
780,0.0,647,85
793,0.0,676,238
798,0.0,812,268
242,8.1,52,19
243,0.1,549,204
287,13.0,29,3
288,0.1,460,67
289,0.1,510,73
290,0.3,331,121
291,12.7,31,10
292,0.7,240,91
293,0.7,231,88
294,0.1,489,176
295,3.2,106,36
296,0.0,638,229
297,0.2,418,155
298,0.1,428,160
299,4.7,84,29
300,0.1,426,146
301,0.1,530,194
302,0.1,477,167
303,3.7,96,32
304,0.0,621,238
305,0.1,517,188
306,0.1,499,180
307,0.0,601,227
308,0.0,713,292
309,0.0,833,372
310,0.8,224,32
311,3.4,100,18
312,0.1,558,76
313,0.1,459,65
419,5.6,71,26
630,1.2,183,21
667,0.1,571,204
704,0.0,590,220
705,0.1,424,159
707,0.0,649,253
728,0.0,679,273
779,0.0,609,82
314,2.3,130,18
315,0.0,769,89
316,0.9,210,81
317,3.1,107,37
318,0.8,218,86
319,0.2,395,146
320,0.1,527,188
321,0.1,578,206
322,0.2,365,133
323,0.1,432,161
324,1.1,189,67
325,0.5,267,91
327,0.1,570,213
328,0.1,430,147
329,18.3,16,6
330,0.1,525,191
331,0.0,640,247
332,0.1,556,207
333,0.0,677,272
334,0.0,822,364
335,1.6,157,52
336,0.3,317,108
337,1.9,143,21
338,0.7,230,34
424,0.2,372,129
664,0.7,235,31
727,0.1,518,189
731,0.1,579,216
737,0.1,475,68
770,0.0,775,333
786,0.0,729,84
168,0.1,500,181
339,0.3,309,41
340,0.1,431,62
341,6.8,62,10
342,0.5,268,102
343,2.1,135,55
344,1.2,182,70
345,0.1,445,167
346,0.4,288,109
347,2.6,118,45
348,2.9,110,39
349,0.1,562,201
350,0.9,209,72
351,0.1,508,187
352,0.0,602,228
353,0.1,480,170
354,0.6,247,88
355,0.0,644,250
356,0.1,532,195
357,0.0,725,301
358,0.2,371,128
359,0.0,806,354
360,0.0,763,324
361,0.0,675,271
362,0.3,303,48
363,0.3,315,51
364,0.0,751,91
365,0.5,259,38
493,0.2,363,123
660,2.0,139,46
665,0.3,349,48
691,13.5,27,7
698,1.2,185,65
706,2.3,131,52
741,0.1,529,73
787,0.0,727,302
837,0.0,823,269
838,0.0,826,367
839,0.0,840,379
366,5.1,75,11
367,0.7,241,32
368,0.9,212,27
369,0.3,305,40
370,4.9,80,25
371,2.9,112,41
372,1.1,197,77
373,30.7,9,3
374,3.8,95,31
375,0.1,433,162
376,0.1,420,157
377,0.0,597,214
378,0.9,215,84
379,0.5,262,99
380,0.3,323,118
381,13.9,24,8
382,8.5,49,17
383,0.0,608,231
384,5.6,72,27
385,0.3,340,117
386,1.8,147,48
387,13.8,25,9
388,0.1,457,157
390,3.7,97,33
392,0.1,521,190
393,0.2,370,127
394,0.0,691,277
395,0.0,816,361
396,0.3,326,111
397,0.1,560,77
398,0.1,483,69
499,3.8,94,17
661,15.8,20,5
686,1.4,169,58
692,0.0,722,251
746,0.0,745,314
760,0.0,678,239
830,0.0,781,93
832,0.0,809,267
82,46.9,3,2
182,0.9,204,25
260,32.7,7,2
399,0.8,222,28
401,0.4,301,39
402,4.1,91,29
403,3.2,105,35
404,0.3,353,129
405,0.6,248,93
406,0.7,229,87
407,2.9,113,42
408,3.1,109,38
409,0.6,254,94
410,1.2,184,71
411,19.6,14,5
412,0.0,796,265
413,2.5,119,39
414,7.6,55,21
415,0.4,289,98
416,0.7,238,83
417,19.0,15,5
418,6.5,65,23
420,0.1,564,209
421,0.5,280,95
422,0.0,673,269
423,0.1,471,163
425,0.0,752,319
427,8.9,43,14
428,0.0,710,290
429,0.1,567,212
430,64.3,1,1
736,9.3,40,7
739,0.0,703,284
740,0.0,630,225
742,0.0,734,307
763,0.0,783,337
764,0.0,799,348
794,0.0,741,255
119,14.9,22,7
431,0.3,318,44
432,0.1,435,63
433,0.0,821,97
434,0.6,253,35
435,0.1,494,72
436,1.8,149,60
437,0.4,282,108
438,0.3,345,124
439,0.1,568,202
440,3.9,93,30
441,2.4,125,49
442,1.6,156,63
443,1.1,196,76
444,1.2,179,69
445,0.1,545,193
446,0.2,411,152
447,2.6,117,44
448,0.6,257,96
449,47.8,2,1
450,8.5,48,16
451,0.0,718,295
452,1.3,177,62
454,0.1,573,215
455,0.3,337,116
457,5.0,77,28
458,1.4,174,61
459,0.1,436,149
460,0.0,669,267
461,0.0,600,226
462,0.1,536,198
463,0.1,533,196
464,0.0,706,286
465,0.3,354,57
466,0.4,286,46
467,1.4,173,25
468,0.1,520,70
681,4.8,81,15
733,3.5,99,17
755,0.0,728,303
769,0.0,784,338
771,0.0,739,310
788,0.0,715,250
827,0.0,827,368
52,0.2,359,121
135,0.6,250,36
469,4.3,87,16
471,0.1,448,65
472,0.0,731,85
473,3.3,101,33
474,1.1,188,73
475,0.5,278,105
476,3.5,98,32
477,1.8,145,57
478,1.4,170,68
479,0.0,628,224
480,0.0,596,213
481,0.7,237,90
482,0.1,468,173
483,0.4,300,112
484,0.1,438,164
485,3.2,104,35
486,2.6,116,38
487,1.2,181,64
488,6.2,67,24
489,0.6,242,85
490,0.3,335,114
491,1.0,198,69
492,0.0,688,275
494,0.1,505,185
495,0.0,778,335
496,0.0,643,249
497,1.7,152,49
498,0.0,785,339
500,1.6,159,23
501,0.3,352,56
674,0.8,225,29
684,4.8,82,26
689,0.5,274,92
714,6.5,66,13
753,0.0,682,82
765,0.0,635,228
772,0.0,772,330
12,0.2,375,134
400,0.2,389,55
426,0.1,503,183
502,5.0,78,13
503,0.1,563,77
504,0.1,537,76
505,3.3,102,34
506,1.8,148,59
507,2.1,132,53
508,4.2,90,28
509,0.0,689,245
510,0.1,559,199
511,0.1,496,178
512,0.0,698,248
513,0.2,356,130
514,0.3,313,115
515,7.8,54,20
516,0.6,249,89
517,8.3,51,18
518,0.0,627,240
519,0.0,636,244
520,0.0,831,371
521,0.1,557,208
522,0.1,544,201
523,0.1,565,210
524,0.0,707,287
525,4.6,85,16
526,2.4,124,19
527,0.4,296,47
669,0.7,236,82
675,1.1,191,22
693,0.1,535,197
696,0.1,458,64
715,0.3,338,47
716,0.0,587,210
729,0.0,828,270
734,0.0,661,262
805,0.0,717,90
814,0.0,758,259
835,0.0,835,374
836,0.0,836,375
528,0.1,425,60
529,0.3,310,42
530,0.1,487,70
531,2.5,120,46
532,0.3,312,114
533,0.0,804,266
534,0.3,329,120
535,0.0,589,211
536,0.0,735,253
537,0.1,548,194
538,0.2,388,142
539,0.1,506,180
540,0.3,342,122
541,2.9,111,40
542,0.1,519,186
543,0.3,307,106
544,0.1,464,160
545,0.0,738,309
546,0.0,700,282
547,1.5,164,55
548,0.0,759,322
549,0.0,662,263
550,0.0,665,265
551,0.1,553,206
552,0.1,551,205
553,0.2,412,142
554,0.3,321,109
555,0.0,655,257
556,0.0,789,341
557,0.1,541,199
558,0.2,416,144
559,0.0,654,256
560,1.3,176,27
561,0.5,269,41
562,0.4,285,45
563,0.1,523,71
564,0.1,524,72
668,3.2,103,34
670,8.1,53,9
678,0.5,279,106
683,5.4,73,23
694,8.6,47,15
724,0.1,576,205
730,0.9,202,30
735,0.0,648,252
774,0.0,672,237
775,0.0,834,373
800,0.0,824,365
812,0.1,516,75
813,0.0,793,344
821,0.0,813,358
822,0.0,807,355
565,4.7,83,14
566,0.3,334,46
567,1.9,142,19
568,10.9,36,12
569,2.9,114,43
570,0.2,402,149
571,0.1,554,197
572,0.0,668,236
573,0.9,207,80
574,0.3,319,116
575,17.5,18,6
576,0.0,743,256
577,0.0,607,216
578,0.3,322,117
579,0.1,456,156
581,0.2,373,130
582,9.1,41,13
583,0.0,723,299
584,0.3,316,107
585,0.2,403,139
586,0.2,400,137
587,0.0,593,223
588,0.0,614,233
589,0.0,771,329
590,0.0,666,266
591,0.1,434,148
592,0.0,805,353
593,1.0,200,71
594,0.0,744,313
595,0.2,376,131
596,1.1,193,29
597,6.8,63,11
598,0.0,684,87
599,0.5,265,40
673,0.8,219,75
717,1.1,190,68
726,0.4,284,44
745,0.0,618,220
750,0.0,633,227
751,0.0,797,346
790,0.0,761,323
796,0.2,364,124
804,0.0,681,241
811,0.0,791,343
818,0.0,611,83
326,0.1,422,145
600,1.9,144,20
601,0.2,367,52
602,0.2,392,56
603,2.4,127,50
604,0.0,586,209
605,0.1,439,165
606,2.1,134,54
607,0.0,612,218
608,0.0,625,223
609,0.1,492,177
610,4.3,88,27
611,0.1,561,200
612,1.0,199,70
613,0.4,287,97
615,1.4,172,60
616,0.0,599,225
617,0.0,720,297
618,0.0,619,236
619,0.0,697,280
620,0.0,616,235
621,0.2,381,132
622,0.1,582,217
623,0.5,266,90
624,13.6,26,6
625,0.6,256,37
626,0.5,270,42
659,0.3,343,123
671,0.5,260,39
679,0.9,208,26
708,0.5,275,93
718,0.0,660,261
738,0.0,603,80
747,0.0,622,221
752,0.0,632,226
758,0.0,730,304
785,0.0,702,89
791,0.2,368,58
802,0.0,767,327
815,0.2,394,145
825,0.0,792,93
627,0.1,447,64
628,1.1,195,23
629,0.5,271,36
631,0.1,465,172
632,0.1,512,182
633,0.2,404,150
634,0.1,509,181
635,0.1,531,189
636,0.2,414,154
637,0.1,513,183
638,0.9,216,85
639,0.0,777,261
640,0.4,297,110
641,0.9,206,79
642,0.1,455,155
643,0.1,476,166
644,0.0,598,224
645,0.0,664,264
646,0.3,336,115
647,0.0,808,356
648,0.0,637,245
649,0.0,829,369
650,0.2,391,134
651,0.4,298,103
652,1.2,180,63
653,0.0,671,268
655,0.2,409,60
656,0.0,594,81
657,0.0,624,84
658,1.8,150,22
663,0.1,450,154
682,0.1,552,196
695,0.0,641,230
709,0.1,555,198
720,0.1,467,66
749,1.3,175,26
766,0.0,610,217
767,0.0,766,326
777,0.0,819,363
778,0.0,755,320
809,0.0,724,300
816,0.0,709,289
817,0.1,577,79
828,0.0,780,91
831,0.0,782,92
