id,xP
164,-0.3
165,0.0
166,0.0
167,0.5
169,4.5
170,1.3
171,0.0
172,0.0
173,2.3
174,0.0
175,0.0
176,0.0
177,0.0
178,5.5
179,0.0
180,0.0
181,-0.5
744,-0.5
761,-0.5
783,3.7
795,-0.3
220,2.3
221,0.0
222,0.0
223,0.5
224,1.5
225,0.0
226,0.0
227,0.0
228,1.9
229,0.4
230,2.3
231,0.7
232,1.3
233,0.5
234,0.0
235,4.0
236,0.7
237,2.7
238,0.7
239,0.4
240,0.0
241,2.7
244,1.5
245,0.0
246,1.5
247,0.5
248,0.0
249,6.7
250,1.5
251,0.0
252,0.5
453,2.7
672,1.5
743,0.5
789,0.5
803,0.5
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
580,0.0
654,0.0
677,0.0
690,0.0
712,0.0
723,0.0
732,0.0
762,0.0
773,0.0
780,0.0
793,0.0
798,0.0
242,4.3
243,0.0
287,3.1
288,-0.5
289,0.0
290,2.3
291,3.4
292,2.9
293,2.7
294,-0.5
295,2.5
296,-0.5
297,0.0
298,-0.5
299,4.3
300,2.9
301,-0.1
302,3.3
303,5.1
304,0.9
305,0.3
306,-0.5
307,-0.5
308,0.0
309,0.0
310,1.7
311,5.5
312,0.0
313,0.0
419,0.0
630,-0.5
667,-0.5
704,0.0
705,0.0
707,-0.3
728,-0.1
779,-0.5
314,3.9
315,0.0
316,1.9
317,3.5
318,4.5
319,1.3
320,1.1
321,0.9
322,2.5
323,0.5
324,6.3
325,1.3
327,0.0
328,2.3
329,6.9
330,3.9
331,1.5
332,0.7
333,0.0
334,0.0
335,4.5
336,0.7
337,4.7
338,1.7
424,2.9
664,0.5
727,1.5
731,0.0
737,0.5
770,0.5
786,0.5
168,0.0
339,0.0
340,0.0
341,4.2
342,2.5
343,4.2
344,5.0
345,0.0
346,0.0
347,0.0
348,4.5
349,0.0
350,2.0
351,0.2
352,0.0
353,0.8
354,4.0
355,0.0
356,1.5
357,0.0
358,0.2
359,0.0
360,0.0
361,0.0
362,0.5
363,0.0
364,0.0
365,1.2
493,0.0
660,3.5
665,0.0
691,1.5
698,0.2
706,4.0
741,0.0
787,0.0
366,1.6
367,0.9
368,0.5
369,0.5
370,3.9
371,4.5
372,1.3
373,5.3
374,2.9
375,0.0
376,1.0
377,0.0
378,0.5
379,0.5
380,0.5
381,0.0
382,1.5
383,0.0
384,3.9
385,1.1
386,7.1
387,5.7
388,2.7
390,3.1
392,0.0
393,0.0
394,0.0
395,0.0
396,0.9
397,0.0
398,0.0
499,0.0
661,4.7
686,1.9
692,0.0
746,0.5
760,0.5
82,0.0
182,0.0
260,0.0
399,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
420,0.0
421,0.0
422,0.0
423,0.0
425,0.0
427,0.0
428,0.0
429,0.0
430,0.0
736,0.0
739,0.0
740,0.0
742,0.0
763,0.0
764,0.0
794,0.0
119,3.1
431,0.5
432,0.0
433,0.0
434,0.5
435,0.5
436,0.0
437,0.0
438,1.6
439,0.5
440,2.9
441,0.0
442,2.7
443,3.5
444,3.1
445,0.0
446,0.5
447,0.9
448,0.7
449,9.7
450,5.3
451,0.0
452,1.9
454,0.0
455,0.7
457,5.3
458,3.1
459,1.1
460,0.0
461,0.5
462,0.5
463,0.0
464,0.0
465,0.0
466,0.9
467,0.5
468,0.0
681,5.1
733,3.9
755,0.5
769,0.5
771,0.5
788,0.5
52,2.2
135,0.5
469,0.2
471,0.0
472,0.0
473,2.2
474,0.0
475,3.0
476,1.5
477,1.8
478,2.2
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,7.5
486,1.5
487,1.8
488,0.0
489,2.8
490,2.5
491,1.5
492,0.0
494,2.0
495,0.0
496,0.0
497,0.0
498,0.0
500,2.2
501,0.0
674,3.0
684,3.5
689,0.0
714,2.0
753,0.0
765,0.0
772,0.0
12,0.0
400,0.6
426,0.6
502,3.2
503,0.0
504,0.0
505,4.0
506,3.8
507,3.8
508,5.0
509,0.0
510,0.2
511,0.2
512,0.0
513,0.0
514,0.0
515,6.0
516,3.2
517,5.0
518,0.0
519,1.0
520,0.0
521,2.8
522,0.6
523,0.0
524,0.0
525,0.0
526,4.4
527,1.4
669,0.8
675,0.0
693,1.6
696,0.0
715,0.0
716,0.0
729,0.0
734,0.4
805,0.2
814,0.2
528,0.0
529,0.0
530,0.0
531,3.2
532,2.8
533,0.0
534,0.0
535,0.2
536,0.0
537,0.0
538,0.0
539,1.6
540,0.0
541,0.0
542,0.0
543,0.0
544,4.2
545,0.0
546,0.0
547,2.7
548,0.0
549,0.0
550,0.0
551,1.2
552,1.8
553,2.4
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,1.2
561,2.6
562,0.0
563,0.0
564,0.0
668,1.8
670,0.4
678,0.0
683,3.0
694,0.2
724,2.2
730,2.2
735,0.0
774,0.0
775,0.0
800,0.0
812,3.2
813,0.0
821,0.0
822,0.0
565,1.4
566,0.0
567,0.0
568,0.8
569,0.2
570,2.2
571,0.0
572,1.8
573,1.0
574,-0.2
575,-0.4
576,0.0
577,0.0
578,0.0
579,0.0
581,0.0
582,0.0
583,0.0
584,1.6
585,0.0
586,0.2
587,0.0
588,0.0
589,0.0
590,0.0
591,3.0
592,0.0
593,2.4
594,0.0
595,0.2
596,2.1
597,3.6
598,0.0
599,0.0
673,2.0
717,1.2
726,2.8
745,0.0
750,0.2
751,0.0
790,0.0
796,1.0
804,0.4
811,0.0
818,0.0
326,1.0
600,0.0
601,0.0
602,0.0
603,3.0
604,0.0
605,0.0
606,4.5
607,0.0
608,0.0
609,3.2
610,2.2
611,0.0
612,0.0
613,4.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.2
624,4.8
625,0.0
626,0.0
659,0.0
671,0.5
679,3.5
708,1.8
718,0.8
738,0.0
747,0.2
752,0.0
758,0.8
785,1.0
791,3.0
802,0.0
815,1.8
825,1.5
627,0.0
628,0.0
629,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
655,0.0
656,0.0
657,0.0
658,0.0
663,0.0
682,0.0
695,0.0
709,0.0
720,0.0
749,0.0
766,0.0
767,0.0
777,0.0
778,0.0
809,0.0
816,0.0
817,0.0
